"Source path before the run","Source path after the run","Parent of the recipe that made changes","Recipe that made changes","Estimated time saving","Cycle"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","org.openrewrite.java.migrate.UpgradeToJava17","org.openrewrite.java.migrate.lang.UseTextBlocks","180","1"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeToJava17","180","1"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","","org.openrewrite.java.migrate.UpgradeToJava21","180","1"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\EmailNotificationObserver.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","src\main\java\com\enterprise\banking\pattern\SmsNotificationObserver.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","src\main\java\com\enterprise\banking\pattern\TransactionNotifier.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","src\main\java\com\enterprise\banking\pattern\TransactionObserver.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\AccountRepository.java","src\main\java\com\enterprise\banking\repository\AccountRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\AccountRepository.java","src\main\java\com\enterprise\banking\repository\AccountRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\AccountRepository.java","src\main\java\com\enterprise\banking\repository\AccountRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\CustomerRepository.java","src\main\java\com\enterprise\banking\repository\CustomerRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\CustomerRepository.java","src\main\java\com\enterprise\banking\repository\CustomerRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\CustomerRepository.java","src\main\java\com\enterprise\banking\repository\CustomerRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","src\main\java\com\enterprise\banking\repository\InventoryItemRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","src\main\java\com\enterprise\banking\repository\LibraryBookRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\TransactionRepository.java","src\main\java\com\enterprise\banking\repository\TransactionRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\TransactionRepository.java","src\main\java\com\enterprise\banking\repository\TransactionRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\TransactionRepository.java","src\main\java\com\enterprise\banking\repository\TransactionRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\UserRepository.java","src\main\java\com\enterprise\banking\repository\UserRepository.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\repository\UserRepository.java","src\main\java\com\enterprise\banking\repository\UserRepository.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\repository\UserRepository.java","src\main\java\com\enterprise\banking\repository\UserRepository.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\service\AccountService.java","src\main\java\com\enterprise\banking\service\AccountService.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\service\AccountService.java","src\main\java\com\enterprise\banking\service\AccountService.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\service\AccountService.java","src\main\java\com\enterprise\banking\service\AccountService.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\service\AuthenticationService.java","src\main\java\com\enterprise\banking\service\AuthenticationService.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\service\AuthenticationService.java","src\main\java\com\enterprise\banking\service\AuthenticationService.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\service\AuthenticationService.java","src\main\java\com\enterprise\banking\service\AuthenticationService.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\service\BankingService.java","src\main\java\com\enterprise\banking\service\BankingService.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\service\BankingService.java","src\main\java\com\enterprise\banking\service\BankingService.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\service\BankingService.java","src\main\java\com\enterprise\banking\service\BankingService.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\service\InventoryService.java","src\main\java\com\enterprise\banking\service\InventoryService.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\service\InventoryService.java","src\main\java\com\enterprise\banking\service\InventoryService.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\service\InventoryService.java","src\main\java\com\enterprise\banking\service\InventoryService.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
"src\main\java\com\enterprise\banking\service\LibraryService.java","src\main\java\com\enterprise\banking\service\LibraryService.java","org.openrewrite.java.migrate.UpgradeBuildToJava21","org.openrewrite.java.migrate.UpgradeJavaVersion","0","1"
"src\main\java\com\enterprise\banking\service\LibraryService.java","src\main\java\com\enterprise\banking\service\LibraryService.java","org.openrewrite.java.migrate.UpgradeToJava21","org.openrewrite.java.migrate.UpgradeBuildToJava21","0","1"
"src\main\java\com\enterprise\banking\service\LibraryService.java","src\main\java\com\enterprise\banking\service\LibraryService.java","","org.openrewrite.java.migrate.UpgradeToJava21","0","1"
